	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N	
isogroup58883_g1	36	85	48	34	22	44	11	1	27	41	34	90	220	97	1108	215	
isogroup58885_g1	28	52	13	8	10	23	3	0	22	17	3	12	71	23	109	22	
isogroup58886_g1	25	30	14	4	3	3	5	0	7	5	3	27	31	13	75	12	
isogroup58887_g1	3	6	5	3	0	2	0	0	5	5	0	3	9	5	35	7	
isogroup58888_g1	181	230	80	44	44	128	10	0	53	111	11	154	285	168	807	182	
isogroup58888_g2	17	35	5	20	1	14	3	0	9	11	4	31	17	19	263	34	
isogroup58888_g3	8	16	7	3	3	10	1	0	15	6	7	15	18	16	82	14	
isogroup58888_g4	29	35	17	6	3	13	3	0	7	4	5	13	40	32	107	18	
isogroup58889_g1	23	25	13	3	21	40	4	0	27	52	14	36	79	34	210	40	
isogroup58890_g1	10	18	7	0	4	8	4	0	4	3	1	9	20	9	81	16	
isogroup58890_g2	1	1	0	0	0	1	0	0	0	0	0	0	3	0	7	2	
isogroup58890_g3	2	1	0	1	0	0	0	0	1	0	1	0	5	2	3	1	
isogroup58891_g1	28	41	27	12	8	21	2	0	24	38	8	29	109	46	117	30	
isogroup58892_g1	19	28	18	12	16	31	14	0	37	16	19	23	70	19	179	25	
isogroup58893_g2	0	0	2	1	1	0	0	0	1	1	0	0	1	1	4	0	
isogroup58893_g9	2	2	1	1	0	1	0	0	0	0	0	0	1	0	4	1	
isogroup58894_g1	255	397	171	110	83	189	35	0	163	198	52	351	579	192	1126	214	
isogroup58895_g1	74	122	34	31	23	39	10	0	40	58	23	62	203	66	672	107	
isogroup58896_g1	27	35	11	14	7	23	1	0	4	10	2	20	32	15	94	17	
isogroup58897_g1	48	86	25	17	7	19	7	0	38	30	16	58	169	58	285	78	
isogroup58898_g2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	
isogroup58899_g5	427	635	263	192	75	263	27	0	109	220	34	390	839	722	2495	894	
isogroup58899_g6	12	18	6	13	4	19	10	0	17	11	14	27	29	19	157	37	
isogroup58899_g7	60	77	22	21	10	40	7	0	27	29	3	41	121	64	327	86	
isogroup588_g1	6	27	3	1	0	3	0	0	0	6	1	8	0	20	0	6	
isogroup58900_g1	23	27	7	4	5	11	4	0	9	8	4	18	50	21	149	31	
isogroup58900_g2	56	87	88	31	14	58	21	0	46	51	22	118	205	141	321	86	
isogroup58900_g3	7	17	4	2	2	5	2	1	2	17	1	18	22	21	55	13	
isogroup58900_g5	6	18	0	0	0	0	1	0	0	1	0	4	1	0	11	2	
isogroup58901_g1	47	76	103	68	16	120	21	0	52	67	65	131	110	37	258	52	
isogroup58902_g1	103	145	37	20	17	42	5	0	30	33	14	78	236	107	578	140	
isogroup58903_g1	158	181	72	65	46	95	20	0	76	140	26	105	315	81	765	153	
isogroup58904_g1	112	178	49	41	23	67	19	0	50	57	18	111	269	128	644	149	
isogroup58905_g1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	5	0	
isogroup58905_g2	20	43	4	1	4	9	0	0	2	5	2	8	46	44	199	107	
isogroup58905_g3	24	30	8	1	9	5	1	1	18	7	2	18	85	22	178	39	
isogroup58906_g1	732	1188	480	228	301	580	135	0	399	681	225	890	1540	598	2580	913	
isogroup58907_g1	98	123	36	21	22	73	8	0	47	65	10	63	171	95	697	207	
isogroup58908_g1	5	5	1	2	1	5	0	4	0	4	0	6	16	4	22	6	
isogroup58909_g1	55	73	12	4	9	25	7	0	13	15	9	35	48	36	198	35	
isogroup58910_g1	405	1720	373	303	21	121	26	1	66	96	45	1076	1408	1143	1071	415	
isogroup58911_g1	24	39	14	2	8	14	3	0	7	14	2	12	60	22	164	19	
isogroup58911_g2	4	10	3	1	2	8	0	0	6	3	1	3	35	1	47	6	
isogroup58913_g1	28	34	33	19	6	16	2	1	11	17	2	18	41	17	198	29	
isogroup58914_g2	62	88	57	56	19	55	9	0	59	49	25	127	150	107	276	59	
isogroup58915_g1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	
isogroup58915_g2	95	77	67	20	21	65	17	0	70	64	23	59	155	50	345	81	
isogroup58916_g1	35	60	98	28	32	87	20	1	46	74	56	189	67	16	705	137	
isogroup58917_g1	71	79	28	11	8	25	8	0	8	31	15	21	90	63	262	46	
isogroup58918_g1	33	75	32	21	18	35	10	0	40	27	20	37	59	26	333	40	
isogroup58919_g2	16	21	7	4	3	15	6	0	7	16	2	16	34	13	83	22	
isogroup58920_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
isogroup58920_g2	3	6	7	2	1	2	1	0	8	4	2	13	6	6	23	2	
isogroup58921_g1	42	36	27	10	7	34	1	1	27	40	5	34	97	28	183	33	
isogroup58922_g1	952	1087	365	262	161	407	76	0	282	430	86	840	2027	821	2845	643	
isogroup58923_g2	23	27	10	6	8	24	2	0	7	20	1	14	43	23	142	31	
isogroup58923_g4	32	44	16	7	4	27	4	0	8	20	2	30	69	30	150	42	
isogroup58923_g7	9	10	12	13	10	29	4	0	28	44	9	28	32	18	152	37	
isogroup58924_g1	35	43	3	4	4	16	3	0	5	13	9	36	63	35	145	21	
isogroup58925_g8	86	127	29	23	11	35	9	0	29	21	11	40	163	88	553	89	
isogroup58926_g1	23	64	29	20	19	51	11	0	31	22	7	28	120	63	495	96	
isogroup58927_g1	89	112	32	30	25	44	9	0	26	22	17	50	118	68	466	83	
isogroup58929_g1	19	32	23	11	4	29	5	0	20	24	6	31	44	28	205	50	
isogroup58930_g1	5	4	3	3	0	0	4	0	16	13	7	12	18	5	21	1	
isogroup58931_g1	2	2	2	2	0	3	0	0	3	4	0	5	8	1	16	8	
isogroup58933_g1	2699	3689	416	188	305	496	96	1	382	604	165	649	4274	2213	11580	3694	
isogroup58933_g2	47	80	24	19	15	38	6	1	40	43	21	46	120	45	321	55	
isogroup58934_g1	15	24	10	1	4	8	12	0	16	9	29	39	25	7	73	14	
isogroup58936_g1	26	36	30	14	6	28	5	1	30	41	7	53	113	57	216	48	
isogroup58937_g1	155	283	136	159	153	455	44	0	225	400	84	319	504	128	1399	526	
isogroup58937_g2	136	384	47	72	18	76	38	0	133	67	55	114	424	195	1675	307	
isogroup58938_g1	16	39	1	1	3	0	4	0	8	4	3	26	2	7	230	38	
isogroup58939_g1	153	183	57	44	24	96	10	0	28	85	21	112	232	119	452	121	
isogroup58939_g2	4	6	1	0	0	2	0	0	1	7	0	3	13	4	43	11	
isogroup5893_g1	2	7	2	2	1	4	0	0	5	0	1	2	10	2	35	3	
isogroup5893_g2	4	10	4	0	2	1	2	0	3	4	1	5	18	6	33	9	
isogroup58940_g1	55	106	61	23	17	49	8	0	41	37	9	64	174	58	368	63	
isogroup58941_g2	3	0	0	0	0	1	0	0	0	3	0	2	2	1	14	0	
isogroup58941_g3	1	1	0	1	0	0	0	0	1	0	0	0	7	2	4	0	
isogroup58941_g4	0	2	0	2	2	2	2	0	1	8	1	1	1	2	15	1	
isogroup58941_g5	2	2	0	0	1	0	1	0	0	2	1	1	5	17	21	22	
isogroup58942_g10	2	7	5	6	11	12	9	0	22	13	8	29	20	5	39	3	
isogroup58942_g2	1	0	0	2	0	1	0	0	1	0	0	2	1	2	5	0	
isogroup58942_g3	3	1	1	1	5	1	0	0	0	0	1	3	9	2	1	0	
isogroup58942_g5	31	39	12	24	4	26	2	0	11	19	6	33	60	32	181	41	
isogroup58942_g6	7	11	4	1	3	6	1	0	5	4	0	2	17	10	42	16	
isogroup58942_g8	7	10	0	1	3	2	0	0	5	4	0	5	8	6	55	11	
isogroup58942_g9	3	1	0	0	0	0	0	0	0	0	0	1	0	0	5	1	
isogroup58944_g4	18	37	12	11	6	22	7	0	9	25	4	27	51	22	134	26	
isogroup58946_g1	10	20	5	2	2	9	5	0	14	10	5	25	35	14	123	19	
isogroup58947_g1	39	45	19	15	7	26	5	0	20	28	9	36	85	31	238	57	
isogroup58948_g1	1	8	4	0	1	4	1	0	5	3	0	8	11	9	28	5	
isogroup58948_g2	3	3	1	0	3	0	0	0	4	3	0	0	8	4	28	7	
isogroup58949_g1	2	18	4	12	2	4	0	0	5	5	3	7	8	11	9	12	
isogroup58950_g1	39	47	10	6	7	10	2	0	2	6	0	2	7	2	10	6	
isogroup58951_g1	21	24	13	7	6	9	2	1	17	25	12	31	46	15	98	17	
isogroup58952_g1	20	29	16	11	7	15	4	0	16	11	8	25	70	21	210	32	
isogroup58952_g2	76	85	34	35	13	31	3	0	13	29	3	31	129	73	251	85	
isogroup58953_g2	63	134	29	18	12	33	9	0	29	42	18	61	170	89	489	124	
isogroup58954_g1	49	88	25	11	14	38	5	0	28	27	6	45	161	45	363	80	
isogroup58955_g1	1	2	1	2	0	6	3	0	6	8	5	8	7	2	16	1	
isogroup58956_g1	12	11	10	4	7	6	2	0	3	10	2	6	14	13	60	10	
isogroup58957_g2	32	46	16	9	11	30	7	0	21	26	13	49	56	35	155	32	
isogroup58958_g1	1	6	32	48	4	45	3	0	5	2	4	116	45	114	178	86	
isogroup58959_g1	12	39	27	34	6	54	5	2	14	37	22	40	56	27	305	56	
isogroup58960_g1	24	36	20	18	5	17	1	0	8	24	6	27	62	37	118	20	
isogroup58960_g2	17	30	9	14	1	11	2	0	7	17	1	17	57	25	129	28	
isogroup58963_g1	76	65	18	18	17	22	2	0	16	24	4	34	173	113	315	84	
isogroup58965_g1	94	102	5	1	0	6	2	0	3	3	0	2	6	5	27	3	
isogroup58965_g2	3	11	5	2	2	2	1	0	16	7	2	13	12	6	49	10	
isogroup58965_g3	0	0	0	1	0	1	1	0	2	2	0	1	3	0	7	2	
isogroup58966_g1	72	103	69	42	26	57	8	0	60	57	30	86	229	77	692	131	
isogroup58967_g1	65	115	39	32	23	37	9	0	63	37	12	62	211	87	575	91	
isogroup58968_g1	2	2	1	0	0	0	0	0	0	1	0	0	1	1	5	4	
isogroup58968_g2	12	3	1	0	2	1	0	0	1	0	0	2	9	1	44	10	
isogroup58969_g1	233	264	34	26	19	81	12	0	67	40	24	85	447	179	1130	217	
isogroup58970_g1	8	7	14	1	1	14	0	1	6	16	1	4	20	11	86	20	
isogroup58970_g7	4	3	2	0	2	7	1	0	6	10	4	8	13	2	37	6	
isogroup58971_g1	80	100	58	34	25	73	1	0	21	61	12	63	214	123	568	187	
isogroup58972_g3	10	10	5	7	0	2	2	0	1	6	2	4	20	10	76	22	
isogroup58973_g1	9	9	11	2	7	38	7	0	5	8	16	61	17	7	138	16	
isogroup58974_g2	12	14	7	5	3	4	2	1	5	1	1	5	27	14	66	15	
isogroup58975_g1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	8	0	
isogroup58975_g2	22	46	13	10	16	39	3	0	23	16	9	17	135	28	155	21	
isogroup58975_g4	17	22	2	0	4	3	0	0	0	1	0	2	15	12	36	7	
isogroup58976_g1	128	255	68	35	34	120	14	1	65	79	14	74	170	108	593	91	
isogroup58977_g1	44	43	14	15	8	20	2	0	27	23	7	55	95	35	191	45	
isogroup58979_g1	112	138	14	2	9	47	6	0	24	70	9	66	131	78	498	120	
isogroup58981_g1	1	4	4	3	1	2	1	0	3	5	4	6	9	2	11	0	
isogroup58982_g1	2	1	0	1	0	2	0	0	1	0	0	1	0	1	2	0	
isogroup58982_g10	1	1	3	3	1	1	1	0	2	2	4	4	3	1	9	1	
isogroup58982_g12	0	0	0	0	0	0	0	0	0	0	0	0	4	2	19	2	
isogroup58982_g13	1	0	1	2	0	1	1	0	0	0	1	5	2	0	11	2	
isogroup58982_g2	3	3	1	1	0	1	0	0	0	1	0	2	2	1	4	1	
isogroup58982_g3	0	0	0	0	2	4	2	0	1	0	0	1	0	0	0	0	
isogroup58982_g5	1	4	1	0	0	1	1	0	2	1	0	4	12	4	19	6	
isogroup58982_g6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup58982_g7	1	1	4	1	1	0	0	0	0	0	0	1	5	2	1	0	
isogroup58983_g1	27	21	18	19	17	23	3	0	21	17	9	27	42	18	297	58	
isogroup58984_g1	51	67	30	11	22	38	8	0	11	35	9	74	135	47	204	27	
isogroup58985_g1	27	54	48	26	13	39	4	0	36	53	8	49	64	39	154	34	
isogroup58987_g1	56	69	18	14	7	22	2	10	11	35	7	35	205	74	292	57	
isogroup58988_g1	937	1233	561	461	238	663	117	0	319	587	131	906	2211	887	5750	1391	
isogroup58990_g1	9	9	16	3	5	19	5	0	6	22	4	29	17	3	122	25	
isogroup58990_g2	3	8	9	8	2	6	1	1	4	13	1	5	19	7	32	7	
isogroup58991_g1	0	2	0	3	0	3	0	0	0	2	1	4	0	2	14	3	
isogroup58991_g2	0	2	0	0	1	2	0	0	3	1	0	1	2	1	3	0	
isogroup58991_g3	8	9	1	4	1	2	2	0	5	12	2	2	14	4	27	5	
isogroup58991_g5	15	11	5	2	1	2	1	2	3	9	3	9	22	1	55	26	
isogroup58992_g1	155	297	116	80	51	102	27	0	82	100	35	176	398	191	1027	244	
isogroup58993_g1	89	146	54	49	19	82	12	0	66	58	14	198	227	145	461	107	
isogroup58994_g1	0	0	0	0	0	0	0	0	1	0	0	3	1	0	2	1	
isogroup58995_g1	72	93	25	20	12	19	1	0	10	25	9	26	66	44	177	37	
isogroup58996_g1	71	131	18	10	22	47	12	0	19	32	15	55	119	89	570	163	
isogroup58997_g4	59	94	38	16	23	41	3	0	26	23	11	48	88	34	217	40	
isogroup58998_g2	0	3	0	0	1	0	2	0	0	2	0	4	6	1	9	0	
isogroup58998_g3	40	66	19	12	0	1	10	0	29	39	32	66	72	36	255	47	
isogroup58999_g1	139	238	77	49	17	62	16	0	59	63	24	139	388	177	826	195	
isogroup59000_g1	0	0	0	0	0	1	0	0	0	0	0	1	3	2	3	0	
isogroup59000_g2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	
isogroup59000_g3	1	1	0	1	0	1	1	0	0	1	0	0	0	4	2	0	
isogroup59000_g5	0	1	0	0	0	0	0	0	0	0	0	1	1	0	4	3	
isogroup59000_g6	0	1	0	0	0	0	0	0	1	1	0	3	3	0	9	6	
isogroup59001_g1	7	16	12	5	10	29	7	0	79	75	12	39	135	41	89	40	
isogroup59002_g1	47	79	20	23	26	73	6	0	39	69	7	73	73	75	184	64	
isogroup59003_g1	40	64	10	9	7	14	5	0	16	23	4	31	107	55	349	65	
isogroup59003_g2	73	106	46	22	16	71	12	0	32	62	25	81	99	67	259	62	
isogroup59004_g1	20	25	8	2	3	8	3	0	2	30	0	26	44	29	45	17	
isogroup59004_g3	27	39	16	3	2	18	2	1	4	14	3	12	35	19	66	14	
isogroup59005_g1	99	104	40	31	18	58	8	1	50	75	11	152	266	169	501	106	
isogroup59006_g2	127	168	63	50	35	113	16	0	95	103	48	124	447	148	675	130	
isogroup59007_g1	28	33	13	5	3	4	2	0	3	6	0	9	12	17	33	15	
isogroup59007_g2	37	65	14	8	10	11	2	0	10	17	3	12	45	16	117	20	
isogroup59008_g4	16	20	13	8	2	8	0	0	16	20	3	7	14	1	30	6	
isogroup59009_g5	16	31	2	4	1	8	2	0	10	10	4	30	50	19	117	11	
isogroup59009_g6	1	5	0	1	0	3	0	0	3	0	0	0	4	1	14	2	
isogroup59009_g7	31	21	5	4	1	13	3	0	3	15	7	13	43	10	60	10	
isogroup5900_g1	15	38	14	9	6	11	0	0	5	11	3	12	37	8	183	51	
isogroup59010_g1	262	429	204	258	89	242	23	0	117	202	62	344	681	369	1280	317	
isogroup59012_g3	48	60	5	6	3	18	2	0	5	15	7	23	110	43	179	38	
isogroup59013_g2	43	51	56	46	19	32	7	0	29	28	12	59	172	118	633	174	
isogroup59014_g1	15	19	7	6	7	17	3	1	12	14	3	12	26	14	65	8	
isogroup59015_g2	41	73	28	19	11	33	4	0	31	34	16	70	131	50	306	76	
isogroup59016_g1	10	8	4	6	2	7	0	0	3	7	1	1	7	2	53	13	
isogroup59016_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	
isogroup59016_g3	37	68	27	15	19	23	8	0	25	34	5	54	66	37	172	39	
isogroup59017_g1	216	269	108	71	43	111	19	0	83	104	31	169	453	199	1011	248	
isogroup59017_g2	3	1	5	5	2	4	2	0	10	13	2	16	12	6	56	12	
isogroup59018_g2	35	48	5	11	10	22	3	0	18	31	5	24	89	34	151	20	
isogroup59018_g3	0	0	0	0	0	1	0	0	1	0	0	1	0	1	3	1	
isogroup59019_g1	7	12	19	8	10	8	1	0	11	19	5	21	7	3	49	6	
isogroup59021_g2	4	7	5	0	2	10	2	0	7	8	2	4	16	2	68	11	
isogroup59021_g3	5	3	2	4	0	3	0	0	3	1	3	2	11	0	26	2	
isogroup59022_g1	103	126	39	14	9	35	8	1	10	38	4	53	134	124	217	149	
isogroup59023_g1	14	21	15	3	4	2	0	0	4	6	0	0	49	14	66	24	
isogroup59023_g3	6	11	8	7	1	9	0	0	10	9	1	13	63	39	118	34	
isogroup59024_g1	115	130	51	34	27	77	6	0	60	66	30	75	207	75	503	114	
isogroup59025_g1	7	9	6	2	3	7	1	0	4	10	1	7	17	7	63	13	
isogroup59025_g2	0	0	1	0	0	1	0	0	0	3	0	1	1	1	5	1	
isogroup59026_g1	4	2	1	0	0	1	0	0	0	3	0	2	4	1	24	11	
isogroup59026_g2	5	6	0	1	2	0	0	0	0	0	0	0	8	0	16	5	
isogroup59026_g4	6	6	2	4	3	9	0	0	2	7	2	9	7	6	39	8	
isogroup59026_g5	32	35	6	5	1	9	4	0	12	13	5	33	58	15	42	5	
isogroup59026_g7	41	64	11	11	2	17	4	0	12	28	6	33	87	53	288	44	
isogroup59026_g8	19	13	2	1	2	3	0	0	6	2	2	12	12	2	33	5	
isogroup59028_g1	23	63	17	20	8	34	5	0	5	15	8	22	60	25	391	82	
isogroup59030_g1	14	20	394	191	167	543	35	0	195	533	89	862	30	11	58	10	
isogroup59031_g1	61	90	53	41	20	57	13	0	42	65	31	99	212	97	580	116	
isogroup59031_g3	165	272	80	61	42	104	25	0	89	96	44	211	433	185	847	170	
isogroup59031_g5	13	14	3	8	7	24	1	0	8	11	4	14	40	17	90	18	
isogroup59031_g6	11	28	8	5	6	16	3	0	9	24	10	22	54	16	195	55	
isogroup59032_g1	3	3	3	1	1	7	3	1	1	1	1	5	5	1	59	15	
isogroup59033_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup59033_g3	56	93	31	26	13	34	8	0	58	49	15	39	142	69	431	67	
isogroup59033_g4	3	5	3	1	2	3	1	1	3	3	2	3	14	3	12	2	
isogroup59033_g7	25	43	21	6	9	25	1	0	7	3	3	10	79	30	60	22	
isogroup59034_g1	19	24	11	4	0	10	1	0	7	8	1	6	32	10	99	26	
isogroup59035_g1	20	27	8	3	5	13	2	0	7	5	1	16	30	27	86	16	
isogroup59037_g1	1	5	1	1	1	1	1	0	0	1	0	2	7	1	20	0	
isogroup59037_g3	26	44	19	11	2	20	1	3	5	11	1	19	122	23	398	81	
isogroup59037_g4	35	50	7	8	3	9	2	0	4	10	1	10	79	50	435	94	
isogroup59037_g5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup59039_g1	31	80	9	8	5	17	8	0	18	15	15	29	90	42	284	67	
isogroup59041_g2	1	6	4	0	0	0	1	1	2	3	2	11	7	4	31	10	
isogroup59041_g5	3	4	0	0	0	0	0	0	0	2	0	3	5	2	11	4	
isogroup59041_g6	34	33	23	17	6	26	6	1	22	20	9	35	73	23	216	43	
isogroup59042_g1	25	23	14	0	4	19	1	0	12	10	2	12	31	18	121	19	
isogroup59042_g3	25	37	4	4	5	15	0	0	8	7	1	16	33	10	36	8	
isogroup59043_g1	1	3	1	0	0	1	1	0	2	1	0	5	6	1	11	1	
isogroup59044_g1	51	71	23	24	13	47	3	0	34	39	7	65	94	49	284	51	
isogroup59045_g2	19	21	16	13	10	34	4	0	29	18	13	30	67	14	263	21	
isogroup59046_g1	105	142	45	37	10	25	10	0	20	43	17	57	243	157	609	131	
isogroup59047_g5	137	180	64	56	35	75	27	0	64	71	20	131	263	120	706	128	
isogroup59047_g6	92	125	42	24	16	41	17	0	36	57	15	63	230	77	568	107	
isogroup59048_g1	114	215	50	22	42	81	27	0	56	87	28	150	269	115	618	129	
isogroup59049_g1	9	12	12	7	4	9	7	0	9	30	9	31	46	17	169	27	
isogroup59049_g2	73	114	24	10	5	23	20	0	40	15	13	174	163	148	176	55	
isogroup59049_g3	37	62	16	11	15	26	6	1	36	32	7	16	55	24	286	76	
isogroup59050_g1	1	0	0	0	0	0	0	0	0	0	0	0	8	4	13	0	
isogroup59051_g1	30	36	17	13	5	24	4	0	5	20	6	19	50	21	165	35	
isogroup59052_g1	37	38	13	6	13	38	7	0	15	11	6	29	71	36	320	53	
isogroup59052_g3	1	12	2	1	0	3	1	0	1	6	5	11	5	3	46	12	
isogroup59052_g4	5	7	3	3	1	11	3	0	2	4	3	9	5	2	28	7	
isogroup59053_g5	55	46	14	13	3	18	2	0	18	21	6	34	66	30	218	47	
isogroup59053_g6	29	32	16	8	1	16	2	0	3	8	6	16	29	19	102	29	
isogroup59054_g1	29	40	14	16	14	48	6	0	29	36	7	44	78	30	323	75	
isogroup59055_g10	4	2	3	3	1	3	0	0	0	4	1	13	4	3	21	2	
isogroup59055_g4	21	30	13	6	4	23	4	0	6	17	5	32	30	15	48	12	
isogroup59055_g7	153	343	96	76	41	158	15	0	42	113	16	152	296	158	820	149	
isogroup59055_g8	1	0	0	2	0	1	0	0	0	3	1	2	2	0	5	0	
isogroup59056_g1	41	66	24	19	3	20	3	0	9	29	3	46	78	59	167	44	
isogroup59056_g2	15	22	4	7	3	9	5	0	5	17	1	10	33	18	142	26	
isogroup59056_g4	21	28	22	10	14	15	8	0	14	15	9	29	68	29	155	32	
isogroup59058_g2	5	7	2	0	2	2	1	0	4	8	0	6	8	0	27	6	
isogroup59058_g4	79	125	24	20	13	32	2	0	31	88	10	30	215	142	488	90	
isogroup59058_g5	107	141	33	31	8	23	3	0	15	22	11	67	269	160	243	52	
isogroup59058_g7	17	32	13	5	1	7	2	0	3	11	1	11	18	11	76	25	
isogroup59059_g4	67	111	193	68	12	42	4	0	9	18	10	66	241	193	547	136	
isogroup59059_g7	81	110	36	19	9	32	6	0	21	49	8	63	171	93	345	84	
isogroup59060_g1	1	1	0	3	1	1	0	0	3	4	0	1	5	3	10	3	
isogroup59061_g1	1	1	0	0	0	2	0	0	1	3	1	3	1	1	4	1	
isogroup59062_g1	32	52	2	2	1	4	3	0	0	2	2	26	67	37	162	66	
isogroup59063_g2	17	21	13	5	2	5	3	1	19	11	8	12	40	10	79	29	
isogroup59065_g1	133	238	82	44	43	74	25	1	65	66	20	145	185	94	783	149	
isogroup59066_g1	8	1	7	5	1	3	0	0	8	5	3	10	12	0	65	14	
isogroup59066_g2	360	703	276	104	235	219	50	0	418	223	98	281	1028	603	2364	395	
isogroup59068_g1	1	1	2	0	0	1	1	1	1	1	0	3	6	2	13	3	
isogroup59068_g2	11	15	0	1	1	6	2	0	5	7	1	7	18	12	81	12	
isogroup59069_g1	37	41	7	6	7	16	4	0	5	8	4	21	80	34	49	3	
isogroup59069_g2	29	33	11	12	6	28	5	0	18	32	4	29	179	49	202	14	
isogroup59070_g2	260	359	112	76	29	67	6	0	37	103	5	156	334	398	490	218	
isogroup59070_g3	113	141	66	37	44	70	17	0	70	92	41	144	218	89	608	103	
isogroup59070_g4	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	
isogroup59071_g3	43	36	15	9	3	17	3	0	11	17	7	32	89	63	202	44	
isogroup59071_g8	143	153	80	53	14	67	11	0	49	63	24	121	224	174	697	175	
isogroup59073_g1	16	30	11	4	6	6	1	1	8	7	4	16	56	25	223	51	
isogroup59074_g1	15	19	10	5	1	8	0	0	8	5	0	16	19	14	57	14	
isogroup59074_g3	81	120	46	34	11	49	11	0	33	69	14	98	170	94	609	124	
isogroup59075_g2	54	61	78	61	31	77	20	1	74	165	44	228	72	35	246	65	
isogroup59075_g4	18	26	2	4	3	13	2	0	8	14	3	18	26	22	102	34	
isogroup59076_g1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	
isogroup59076_g2	12	19	4	1	2	10	0	0	4	10	3	10	34	36	90	24	
isogroup59077_g1	146	131	36	41	9	43	4	1	35	47	10	44	232	108	1030	181	
isogroup59078_g1	272	423	128	129	37	114	26	0	148	143	39	242	687	394	1040	233	
isogroup59079_g12	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	
isogroup59079_g13	14	8	2	2	15	38	1	0	1	2	1	4	16	4	54	9	
isogroup5907_g1	1125	1377	163	84	119	265	57	0	204	252	78	314	2526	1123	6329	1580	
isogroup59080_g1	34	38	32	16	10	26	7	1	7	16	8	24	74	26	310	49	
isogroup59082_g1	161	268	87	70	40	111	15	0	76	109	17	148	330	206	847	217	
isogroup59083_g1	42	90	50	30	28	66	10	0	34	25	4	52	103	84	436	96	
isogroup59084_g1	41	52	24	28	7	29	6	0	24	26	5	36	62	31	316	58	
isogroup59085_g1	4	3	2	0	1	2	2	0	1	8	1	9	10	6	32	6	
isogroup59086_g1	30	38	10	6	8	14	1	0	4	9	3	21	36	17	109	21	
isogroup59087_g3	7	11	13	7	3	15	6	0	3	10	4	20	44	24	67	13	
isogroup59089_g1	49	48	21	24	9	21	3	0	5	22	3	37	40	23	127	23	
isogroup59090_g1	4	6	6	4	4	9	0	0	5	9	6	19	3	7	22	8	
isogroup59090_g2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	4	1	
isogroup59090_g3	9	12	0	3	1	6	0	0	2	18	1	6	23	17	42	15	
isogroup59091_g1	12	20	9	5	3	12	1	0	5	7	2	10	34	14	101	26	
isogroup59091_g2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	4	0	
isogroup59093_g1	22	40	12	9	6	23	3	0	12	10	10	17	52	21	144	28	
isogroup59094_g1	10	16	3	0	0	12	1	0	2	4	0	9	9	4	67	17	
isogroup59094_g2	4	22	4	1	0	6	2	0	8	8	0	8	25	7	33	7	
isogroup59095_g1	81	125	20	22	9	48	11	0	23	32	12	41	158	102	361	67	
isogroup59096_g3	135	160	88	43	26	58	4	0	32	101	13	135	209	143	554	124	
isogroup59097_g1	0	0	0	0	2	3	0	0	0	0	0	0	2	0	0	0	
isogroup59097_g7	18	21	40	20	8	28	5	0	18	24	5	43	115	39	276	46	
isogroup59098_g1	55	82	38	17	12	38	12	0	36	63	29	95	131	45	336	57	
isogroup59099_g1	13	26	87	26	1	4	1	0	3	5	1	16	22	9	78	16	
isogroup59100_g1	38	67	7	2	3	8	3	0	3	8	3	11	53	30	190	31	
isogroup59101_g1	6	17	45	7	4	2	1	0	2	10	1	1	147	79	44	9	
isogroup59103_g1	2	1	1	2	2	2	2	0	1	3	1	4	2	1	14	0	
isogroup59103_g2	2	8	2	1	0	7	0	0	1	4	1	3	14	6	22	4	
isogroup59104_g1	20	27	9	3	4	20	2	0	4	11	5	19	26	14	113	37	
isogroup59105_g1	5	4	0	0	1	4	4	0	5	8	4	16	12	3	8	1	
isogroup59106_g1	13	12	3	3	4	6	0	0	2	5	2	6	18	15	106	19	
isogroup59106_g3	31	47	8	7	3	21	3	0	8	9	0	9	66	39	171	35	
isogroup59107_g1	12	14	12	8	4	12	1	0	13	20	3	24	38	7	62	19	
isogroup59108_g1	49	53	29	29	12	40	12	0	27	46	9	56	129	42	378	72	
isogroup59109_g5	2	2	3	0	0	0	0	0	1	1	2	2	8	5	19	3	
isogroup59109_g6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	
isogroup59111_g1	47	40	19	10	3	39	2	0	9	40	3	23	49	34	141	35	
isogroup59111_g2	16	27	14	9	3	13	6	0	20	9	8	27	57	20	113	25	
